eventid;iyear;imonth;iday;approxdate;extended;resolution;country;country_txt;region;region_txt;provstate;city;latitude;longitude;specificity;vicinity;location;summary;crit1;crit2;crit3;doubtterr;alternative;alternative_txt;multiple;success;suicide;attacktype1;attacktype1_txt;attacktype2;attacktype2_txt;attacktype3;attacktype3_txt;targtype1;targtype1_txt;targsubtype1;targsubtype1_txt;corp1;target1;natlty1;natlty1_txt;targtype2;targtype2_txt;targsubtype2;targsubtype2_txt;corp2;target2;natlty2;natlty2_txt;targtype3;targtype3_txt;targsubtype3;targsubtype3_txt;corp3;target3;natlty3;natlty3_txt;gname;gsubname;gname2;gsubname2;gname3;ingroup;ingroup2;ingroup3;gsubname3;motive;guncertain1;guncertain2;guncertain3;nperps;nperpcap;claimed;claimmode;claimmode_txt;claim2;claimmode2;claimmode2_txt;claim3;claimmode3;claimmode3_txt;compclaim;weaptype1;weaptype1_txt;weapsubtype1;weapsubtype1_txt;weaptype2;weaptype2_txt;weapsubtype2;weapsubtype2_txt;weaptype3;weaptype3_txt;weapsubtype3;weapsubtype3_txt;weaptype4;weaptype4_txt;weapsubtype4;weapsubtype4_txt;weapdetail;nkill;nkillus;nkillter;nwound;nwoundus;nwoundte;property;propextent;propextent_txt;propvalue;propcomment;ishostkid;nhostkid;nhostkidus;nhours;ndays;divert;kidhijcountry;ransom;ransomamt;ransomamtus;ransompaid;ransompaidus;ransomnote;hostkidoutcome;hostkidoutcome_txt;nreleased;addnotes;scite1;scite2;scite3;dbsource;INT_LOG;INT_IDEO;INT_MISC;INT_ANY;related
2,00205E+11;2002;5;3;;0;;217;United States;1;North America;Iowa;Anamosa;42.108337;-91.285159;1;0;;"05/03/2002: Between the dates of May 3-7, 2002 eighteen pipe bombs were found in rural mailboxes in five Midwestern states in the U.S.A. collectively causing seven injuries and leading to widespread panic in the region. In the set incidents that occurred on May 3, 2002, seven nearly identical bombs were found by mail carriers and residents in or near mailboxes between 10:49am and 2:30pm in eastern Iowa and western Illinois, including this one in Iowa. Six of the seven bombs detonated, injuring four mail carriers and two residents. Each of the bombs had a note in a plastic bag, which stated, ""I'm obtaining your attention in the only way I can .... more attention-getters are on the way."" On May 7, 2002, the FBI and Nevada state authorities arrested Luke Helder, a 21-year-old college student, who confessed to being responsible for all of the bombs.";1;1;1;1;2;Other Crime Type;1;1;0;3;Bombing/Explosion;;.;;.;14;Private Citizens & Property;67;Unnamed Civilian/Unspecified;Civilians;Civilians in the United States Midwest;217;United States;2;Government (General);;.;U.S. Postal Service;US Mail Boxes;217;United States;;.;;.;;;;.;Unaffiliated Individual(s);;;;;20202;;;;The attacks were meant to bring attention to the perpetrator's antigovernment sentiment.;0;;;1;1;1;8;Personal claim;;;.;;;.;-9;6;Explosives/Bombs/Dynamite;10;Pressure Trigger;;.;;.;;.;;.;;.;;.;The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. They were rigged to explode when the mailbox was opened. Only six of the seven devices rigged in this manner detonated.;0;0;0;0;0.875;0;1;3;Minor (likely < $1 million);;Mailboxes were damaged in the attacks.;0;;;;;;;;;;;;;;.;;;“Crime: Pipe Bombs Strike Mailboxes in Midwest,” Facts on File World News Digest, May 15, 2002.;“Student, 21, Is Arrested in Nevada in 5-State Bombing Spree.” New York Times¸ May 8, 2002.;“More pipe bombs found in mailboxes throughout Midwest,” ABC News, May 6, 2002.;CETIS;-9;-9;0;-9;200205030007, 200205030008, 200205030010, 200205030011, 200205030012, 200205030013, 200205030014, 200205040005, 200205040006, 200205040007, 200205040008, 200205040009, 200205040010, 200205040011, 200205060005, 200205060006, 200205070002
2,00205E+11;2002;5;3;;0;;217;United States;1;North America;Indiana;Bloomington;39.16659;-86.534244;1;0;;"05/03/2002: Between the dates of May 3-7, 2002 eighteen pipe bombs were found in rural mailboxes in five Midwestern states in the U.S.A. collectively causing seven injuries and leading to widespread panic in the region. In the set incidents that occurred on May 3, 2002, seven nearly identical bombs were found by mail carriers and residents in or near mailboxes between 10:49am and 2:30pm in eastern Iowa and western Illinois, including this one in Iowa. Six of the seven bombs detonated, injuring four mail carriers and two residents. Each of the bombs had a note in a plastic bag, which stated, ""I'm obtaining your attention in the only way I can .... more attention-getters are on the way."" On May 7, 2002, the FBI and Nevada state authorities arrested Luke Helder, a 21-year-old college student, who confessed to being responsible for all of the bombs.";1;1;1;1;2;Other Crime Type;1;1;0;3;Bombing/Explosion;;.;;.;14;Private Citizens & Property;67;Unnamed Civilian/Unspecified;Civilians;Civilians in the United States Midwest;217;United States;2;Government (General);;.;U.S. Postal Service;US Mail Boxes;217;United States;;.;;.;;;;.;Unaffiliated Individual(s);;;;;20202;;;;The attacks were meant to bring attention to the perpetrator's antigovernment sentiment.;0;;;1;1;1;8;Personal claim;;;.;;;.;-9;6;Explosives/Bombs/Dynamite;10;Pressure Trigger;;.;;.;;.;;.;;.;;.;The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. They were rigged to explode when the mailbox was opened. Only six of the seven devices rigged in this manner detonated.;0;0;0;0;0.875;0;1;3;Minor (likely < $1 million);;Mailboxes were damaged in the attacks.;0;;;;;;;;;;;;;;.;;;“Crime: Pipe Bombs Strike Mailboxes in Midwest,” Facts on File World News Digest, May 15, 2002.;“Student, 21, Is Arrested in Nevada in 5-State Bombing Spree.” New York Times¸ May 8, 2002.;“More pipe bombs found in mailboxes throughout Midwest,” ABC News, May 6, 2002.;CETIS;-9;-9;0;-9;200205030007, 200205030008, 200205030009, 200205030011, 200205030012, 200205030013, 200205030014, 200205040005, 200205040006, 200205040007, 200205040008, 200205040009, 200205040010, 200205040011, 200205060005, 200205060006, 200205070002
2,00205E+11;2002;5;3;;0;;217;United States;1;North America;Iowa;Eldridge;41.658086;-90.584582;1;0;;"05/03/2002: Between the dates of May 3-7, 2002 eighteen pipe bombs were found in rural mailboxes in five Midwestern states in the U.S.A. collectively causing seven injuries and leading to widespread panic in the region. In the set incidents that occurred on May 3, 2002, seven nearly identical bombs were found by mail carriers and residents in or near mailboxes between 10:49am and 2:30pm in eastern Iowa and western Illinois, including this one in Iowa. Six of the seven bombs detonated, injuring four mail carriers and two residents. Each of the bombs had a note in a plastic bag, which stated, ""I'm obtaining your attention in the only way I can .... more attention-getters are on the way."" On May 7, 2002, the FBI and Nevada state authorities arrested Luke Helder, a 21-year-old college student, who confessed to being responsible for all of the bombs.";1;1;1;1;2;Other Crime Type;1;1;0;3;Bombing/Explosion;;.;;.;14;Private Citizens & Property;67;Unnamed Civilian/Unspecified;Civilians;Civilians in the United States Midwest;217;United States;2;Government (General);;.;U.S. Postal Service;US Mail Boxes;217;United States;;.;;.;;;;.;Unaffiliated Individual(s);;;;;20202;;;;The attacks were meant to bring attention to the perpetrator's antigovernment sentiment.;0;;;1;1;1;8;Personal claim;;;.;;;.;-9;6;Explosives/Bombs/Dynamite;10;Pressure Trigger;;.;;.;;.;;.;;.;;.;The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. They were rigged to explode when the mailbox was opened. Only six of the seven devices rigged in this manner detonated.;0;0;0;0;0.875;0;1;3;Minor (likely < $1 million);;Mailboxes were damaged in the attacks.;0;;;;;;;;;;;;;;.;;;“Crime: Pipe Bombs Strike Mailboxes in Midwest,” Facts on File World News Digest, May 15, 2002.;“Student, 21, Is Arrested in Nevada in 5-State Bombing Spree.” New York Times¸ May 8, 2002.;“More pipe bombs found in mailboxes throughout Midwest,” ABC News, May 6, 2002.;CETIS;-9;-9;0;-9;200205030007, 200205030008, 200205030009, 200205030010, 200205030012, 200205030013, 200205030014, 200205040005, 200205040006, 200205040007, 200205040008, 200205040009, 200205040010, 200205040011, 200205060005, 200205060006, 200205070002
2,00205E+11;2002;5;3;;0;;217;United States;1;North America;Illinois;Mount Carroll;42.095023;-89.97818;1;0;;"05/03/2002: Between the dates of May 3-7, 2002 eighteen pipe bombs were found in rural mailboxes in five Midwestern states in the U.S.A. collectively causing seven injuries and leading to widespread panic in the region. In the set incidents that occurred on May 3, 2002, seven nearly identical bombs were found by mail carriers and residents in or near mailboxes between 10:49am and 2:30pm in eastern Iowa and western Illinois, including this one in Illinois. Six of the seven bombs detonated, injuring four mail carriers and two residents. Each of the bombs had a note in a plastic bag, which stated, ""I'm obtaining your attention in the only way I can .... more attention-getters are on the way."" On May 7, 2002, the FBI and Nevada state authorities arrested Luke Helder, a 21-year-old college student, who confessed to being responsible for all of the bombs.";1;1;1;1;2;Other Crime Type;1;1;0;3;Bombing/Explosion;;.;;.;14;Private Citizens & Property;67;Unnamed Civilian/Unspecified;Civilians;Civilians in the United States Midwest;217;United States;2;Government (General);;.;U.S. Postal Service;US Mail Boxes;217;United States;;.;;.;;;;.;Unaffiliated Individual(s);;;;;20202;;;;The attacks were meant to bring attention to the perpetrator's antigovernment sentiment.;0;;;1;1;1;8;Personal claim;;;.;;;.;-9;6;Explosives/Bombs/Dynamite;10;Pressure Trigger;;.;;.;;.;;.;;.;;.;The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. They were rigged to explode when the mailbox was opened. Only six of the seven devices rigged in this manner detonated.;0;0;0;0;0.875;0;1;3;Minor (likely < $1 million);;Mailboxes were damaged in the attacks.;0;;;;;;;;;;;;;;.;;;“Crime: Pipe Bombs Strike Mailboxes in Midwest,” Facts on File World News Digest, May 15, 2002.;“Student, 21, Is Arrested in Nevada in 5-State Bombing Spree.” New York Times¸ May 8, 2002.;“More pipe bombs found in mailboxes throughout Midwest,” ABC News, May 6, 2002.;CETIS;-9;-9;0;-9;200205030007, 200205030008, 200205030009, 200205030010, 200205030011, 200205030013, 200205030014, 200205040005, 200205040006, 200205040007, 200205040008, 200205040009, 200205040010, 200205040011, 200205060005, 200205060006, 200205070002
2,00205E+11;2002;5;3;;0;;217;United States;1;North America;Illinois;Morrison;41.809751;-89.965119;1;0;;"05/03/2002: Between the dates of May 3-7, 2002 eighteen pipe bombs were found in rural mailboxes in five Midwestern states in the U.S.A. collectively causing seven injuries and leading to widespread panic in the region. In the set incidents that occurred on May 3, 2002, seven nearly identical bombs were found by mail carriers and residents in or near mailboxes between 10:49am and 2:30pm in eastern Iowa and western Illinois, including this one in Illinois. Six of the seven bombs detonated, injuring four mail carriers and two residents. Each of the bombs had a note in a plastic bag, which stated, ""I'm obtaining your attention in the only way I can .... more attention-getters are on the way."" On May 7, 2002, the FBI and Nevada state authorities arrested Luke Helder, a 21-year-old college student, who confessed to being responsible for all of the bombs.";1;1;1;1;2;Other Crime Type;1;1;0;3;Bombing/Explosion;;.;;.;14;Private Citizens & Property;67;Unnamed Civilian/Unspecified;Civilians;Civilians in the United States Midwest;217;United States;2;Government (General);;.;U.S. Postal Service;US Mail Boxes;217;United States;;.;;.;;;;.;Unaffiliated Individual(s);;;;;20202;;;;The attacks were meant to bring attention to the perpetrator's antigovernment sentiment.;0;;;1;1;1;8;Personal claim;;;.;;;.;-9;6;Explosives/Bombs/Dynamite;10;Pressure Trigger;;.;;.;;.;;.;;.;;.;The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. They were rigged to explode when the mailbox was opened. Only six of the seven devices rigged in this manner detonated.;0;0;0;0;0.875;0;1;3;Minor (likely < $1 million);;Mailboxes were damaged in the attacks.;0;;;;;;;;;;;;;;.;;;“Crime: Pipe Bombs Strike Mailboxes in Midwest,” Facts on File World News Digest, May 15, 2002.;“Student, 21, Is Arrested in Nevada in 5-State Bombing Spree.” New York Times¸ May 8, 2002.;“More pipe bombs found in mailboxes throughout Midwest,” ABC News, May 6, 2002.;CETIS;-9;-9;0;-9;200205030007, 200205030008, 200205030009, 200205030010, 200205030011, 200205030012, 200205030014, 200205040005, 200205040006, 200205040007, 200205040008, 200205040009, 200205040010, 200205040011, 200205060005, 200205060006, 200205070002
2,00205E+11;2002;5;3;;0;;217;United States;1;North America;Illinois;Elizabeth;42.317791;-90.221517;1;0;;"05/03/2002: Between the dates of May 3-7, 2002 eighteen pipe bombs were found in rural mailboxes in five Midwestern states in the U.S.A. collectively causing seven injuries and leading to widespread panic in the region. In the set incidents that occurred on May 3, 2002, seven nearly identical bombs were found by mail carriers and residents in or near mailboxes between 10:49am and 2:30pm in eastern Iowa and western Illinois, including this one in Illinois. Six of the seven bombs detonated, injuring four mail carriers and two residents. Each of the bombs had a note in a plastic bag, which stated, ""I'm obtaining your attention in the only way I can .... more attention-getters are on the way."" On May 7, 2002, the FBI and Nevada state authorities arrested Luke Helder, a 21-year-old college student, who confessed to being responsible for all of the bombs.";1;1;1;1;2;Other Crime Type;1;1;0;3;Bombing/Explosion;;.;;.;14;Private Citizens & Property;67;Unnamed Civilian/Unspecified;Civilians;Civilians in the United States Midwest;217;United States;2;Government (General);;.;U.S. Postal Service;US Mail Boxes;217;United States;;.;;.;;;;.;Unaffiliated Individual(s);;;;;20202;;;;The attacks were meant to bring attention to the perpetrator's antigovernment sentiment.;0;;;1;1;1;8;Personal claim;;;.;;;.;-9;6;Explosives/Bombs/Dynamite;10;Pressure Trigger;;.;;.;;.;;.;;.;;.;The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. They were rigged to explode when the mailbox was opened. Only six of the seven devices rigged in this manner detonated.;0;0;0;0;0.875;0;1;3;Minor (likely < $1 million);;Mailboxes were damaged in the attacks.;0;;;;;;;;;;;;;;.;;;“Crime: Pipe Bombs Strike Mailboxes in Midwest,” Facts on File World News Digest, May 15, 2002.;“Student, 21, Is Arrested in Nevada in 5-State Bombing Spree.” New York Times¸ May 8, 2002.;“More pipe bombs found in mailboxes throughout Midwest,” ABC News, May 6, 2002.;CETIS;-9;-9;0;-9;200205030007, 200205030008, 200205030009, 200205030010, 200205030011, 200205030012, 200205030013, 200205040005, 200205040006, 200205040007, 200205040008, 200205040009, 200205040010, 200205040011, 200205060005, 200205060006, 200205070002
2,00205E+11;2002;5;3;;0;;217;United States;1;North America;Indiana;Bloomington;39.16659;-86.534244;1;0;;05/03/2002: A truck parked at the Sims Poultry Inc., a poultry plant outside of Bloomington, Indiana, U.S.A. was set on fire. The Animal Liberation Front (ALF) later claimed responsibility for the incident via their spokesman David Barabash.  Barabash claimed the reason for the attack was the profit and harm Sims Poultry had committed against animals. Bureau of Alcohol Tobacco and Firearms confirmed the firm had been the target of animal activists in the past.;1;1;1;0;;.;0;1;0;7;Facility/Infrastructure Attack;;.;;.;1;Business;7;Retail/Grocery/Bakery;Sims Poultry;A Sims Poultry truck in Bloomington, Indiana;217;United States;;.;;.;;;;.;;.;;.;;;;.;Animal Liberation Front (ALF);;;;;291;;;;The perpetrators wanted to punish Sims Poultry for the company's supposed abuse of animals.;0;;;;0;1;9;Other;;;.;;;.;-9;8;Incendiary;18;Arson/Fire;;.;;.;;.;;.;;.;;.;;0;0;0;0;0;0;1;3;Minor (likely < $1 million);;;0;;;;;;;;;;;;;;.;;;"""Radical Environmentalists Eyed After Discovery Of Bombs On Michigan Campus,"" The Associated Press, November 6, 2001";"""Animal Rights Group Takes Credit For Fire,"" The Associated Press, April 15, 2002.";;CETIS;0;1;0;1;
2,00205E+11;2002;5;4;May 4-5, 2007;0;;217;United States;1;North America;Nebraska;Scotia;41.466401;-98.703134;1;0;;05/04/2002: Between the dates of May 3-7, 2002, eighteen pipe bombs were found in rural mailboxes in five Midwestern states in the U.S.A., collectively causing seven injuries and leading to widespread panic in the region. Most of the explosives came with typewritten notes that bemoaned the power of the government and threatened more attacks. In the incidents that occurred on May 4-5, 2002, seven bombs were found in mailboxes in the southern and central counties of Nebraska. None of these bombs detonated and no injuries were suffered. On May 7, 2002, the FBI and Nevada state authorities arrested Luke Helder, a 21-year-old college student, who confessed to being responsible for all of the bombs.;1;1;1;1;2;Other Crime Type;1;0;0;3;Bombing/Explosion;;.;;.;14;Private Citizens & Property;67;Unnamed Civilian/Unspecified;Civilians;Civilians in the United States Midwest;217;United States;2;Government (General);;.;U.S. Postal Service;US Mail Boxes;217;United States;;.;;.;;;;.;Unaffiliated Individual(s);;;;;20202;;;;The attacks were meant to bring attention to the perpetrator's antigovernment sentiment.;0;;;1;1;1;8;Personal claim;;;.;;;.;-9;6;Explosives/Bombs/Dynamite;10;Pressure Trigger;;.;;.;;.;;.;;.;;.;The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. Unlike the first set, this bomb was not rigged to the mailbox and did not detonate.;0;0;0;0;0;0;0;;.;;;0;;;;;;;;;;;;;;.;;;“Crime: Pipe Bombs Strike Mailboxes in Midwest,” Facts on File World News Digest, May 15, 2002.;“Student, 21, Is Arrested in Nevada in 5-State Bombing Spree.” New York Times¸ May 8, 2002.;“More pipe bombs found in mailboxes throughout Midwest,” ABC News, May 6, 2002.;CETIS;-9;-9;0;-9;200205030007, 200205030008, 200205030009, 200205030010, 200205030011, 200205030012, 200205030013, 200205030014, 200205040006, 200205040007, 200205040008, 200205040009, 200205040010, 200205040011, 200205060005, 200205060006, 200205070002
2,00205E+11;2002;5;4;May 4-5, 2007;0;;217;United States;1;North America;Nebraska;Cairo;41.002235;-98.606738;1;0;;05/04/2002: Between the dates of May 3-7, 2002, eighteen pipe bombs were found in rural mailboxes in five Midwestern states in the U.S.A, collectively causing seven injuries and leading to widespread panic in the region. Most of the explosives came with typewritten notes that bemoaned the power of the government and threatened more attacks. In the incidents that occurred on May 4-5, 2002, seven bombs were found in mailboxes in the southern and central counties of Nebraska. None of these bombs detonated and no injuries were suffered. On May 7, 2002, the FBI and Nevada state authorities arrested Luke Helder, a 21-year-old college student, who confessed to being responsible for all of the bombs.;1;1;1;1;2;Other Crime Type;1;0;0;3;Bombing/Explosion;;.;;.;14;Private Citizens & Property;67;Unnamed Civilian/Unspecified;Civilians;Civilians in the United States Midwest;217;United States;2;Government (General);;.;U.S. Postal Service;US Mail Boxes;217;United States;;.;;.;;;;.;Unaffiliated Individual(s);;;;;20202;;;;The attacks were meant to bring attention to the perpetrator's antigovernment sentiment.;0;;;1;1;1;8;Personal claim;;;.;;;.;-9;6;Explosives/Bombs/Dynamite;10;Pressure Trigger;;.;;.;;.;;.;;.;;.;The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. Unlike the first set, this bomb was not rigged to the mailbox and did not detonate.;0;0;0;0;0;0;0;;.;;;0;;;;;;;;;;;;;;.;;;“Crime: Pipe Bombs Strike Mailboxes in Midwest,” Facts on File World News Digest, May 15, 2002.;“Student, 21, Is Arrested in Nevada in 5-State Bombing Spree.” New York Times¸ May 8, 2002.;“More pipe bombs found in mailboxes throughout Midwest,” ABC News, May 6, 2002.;CETIS;-9;-9;0;-9;200205030007, 200205030008, 200205030009, 200205030010, 200205030011, 200205030012, 200205030013, 200205030014, 200205040005, 200205040007, 200205040008, 200205040009, 200205040010, 200205040011, 200205060005, 200205060006, 200205070002
2,00205E+11;2002;5;4;May 4-5, 2007;0;;217;United States;1;North America;Nebraska;Columbus;41.432778;-97.358611;1;0;;05/04/2002: Between the dates of May 3-7, 2002, eighteen pipe bombs were found in rural mailboxes in five Midwestern states in the U.S.A., collectively causing seven injuries and leading to widespread panic in the region. Most of the explosives came with typewritten notes that bemoaned the power of the government and threatened more attacks. In the incidents that occurred on May 4-5, 2002, seven bombs were found in mailboxes in the southern and central counties of Nebraska. None of these bombs detonated and no injuries were suffered. On May 7, 2002, the FBI and Nevada state authorities arrested Luke Helder, a 21-year-old college student, who confessed to being responsible for all of the bombs.;1;1;1;1;2;Other Crime Type;1;0;0;3;Bombing/Explosion;;.;;.;14;Private Citizens & Property;67;Unnamed Civilian/Unspecified;Civilians;Civilians in the United States Midwest;217;United States;2;Government (General);;.;U.S. Postal Service;US Mail Boxes;217;United States;;.;;.;;;;.;Unaffiliated Individual(s);;;;;20202;;;;The attacks were meant to bring attention to the perpetrator's antigovernment sentiment.;0;;;1;1;1;8;Personal claim;;;.;;;.;-9;6;Explosives/Bombs/Dynamite;10;Pressure Trigger;;.;;.;;.;;.;;.;;.;The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. Unlike the first set, this bomb was not rigged to the mailbox and did not detonate.;0;0;0;0;0;0;0;;.;;;0;;;;;;;;;;;;;;.;;;“Crime: Pipe Bombs Strike Mailboxes in Midwest,” Facts on File World News Digest, May 15, 2002.;“Student, 21, Is Arrested in Nevada in 5-State Bombing Spree.” New York Times¸ May 8, 2002.;“More pipe bombs found in mailboxes throughout Midwest,” ABC News, May 6, 2002.;CETIS;-9;-9;0;-9;200205030007, 200205030008, 200205030009, 200205030010, 200205030011, 200205030012, 200205030013, 200205030014, 200205040005, 200205040006, 200205040008, 200205040009, 200205040010, 200205040011, 200205060005, 200205060006, 200205070002
2,00205E+11;2002;5;4;May 4-5, 2007;0;;217;United States;1;North America;Nebraska;Davenport;40.312784;-97.811986;1;0;;05/04/2002: Between the dates of May 3-7, 2002, eighteen pipe bombs were found in rural mailboxes in five Midwestern states in the U.S.A., collectively causing seven injuries and leading to widespread panic in the region. Most of the explosives came with typewritten notes that bemoaned the power of the government and threatened more attacks. In the incidents that occurred on May 4-5, 2002, seven bombs were found in mailboxes in the southern and central counties of Nebraska. None of these bombs detonated and no injuries were suffered. On May 7, 2002, the FBI and Nevada state authorities arrested Luke Helder, a 21-year-old college student, who confessed to being responsible for all of the bombs.;1;1;1;1;2;Other Crime Type;1;0;0;3;Bombing/Explosion;;.;;.;14;Private Citizens & Property;67;Unnamed Civilian/Unspecified;Civilians;Civilians in the United States Midwest;217;United States;2;Government (General);;.;U.S. Postal Service;US Mail Boxes;217;United States;;.;;.;;;;.;Unaffiliated Individual(s);;;;;20202;;;;The attacks were meant to bring attention to the perpetrator's antigovernment sentiment.;0;;;1;1;1;8;Personal claim;;;.;;;.;-9;6;Explosives/Bombs/Dynamite;10;Pressure Trigger;;.;;.;;.;;.;;.;;.;The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. Unlike the first set, this bomb was not rigged to the mailbox and did not detonate.;0;0;0;0;0;0;0;;.;;;0;;;;;;;;;;;;;;.;;;“Crime: Pipe Bombs Strike Mailboxes in Midwest,” Facts on File World News Digest, May 15, 2002.;“Student, 21, Is Arrested in Nevada in 5-State Bombing Spree.” New York Times¸ May 8, 2002.;“More pipe bombs found in mailboxes throughout Midwest,” ABC News, May 6, 2002.;CETIS;-9;-9;0;-9;200205030007, 200205030008, 200205030009, 200205030010, 200205030011, 200205030012, 200205030013, 200205030014, 200205040005, 200205040006, 200205040007, 200205040009, 200205040010, 200205040011, 200205060005, 200205060006, 200205070002
2,00205E+11;2002;5;4;May 4-5, 2007;0;;217;United States;1;North America;Nebraska;Ohiowa;40.414167;-97.452222;1;0;;05/04/2002: Between the dates of May 3-7, 2002, eighteen pipe bombs were found in rural mailboxes in five Midwestern states in the U.S.A., collectively causing seven injuries and leading to widespread panic in the region. Most of the explosives came with typewritten notes that bemoaned the power of the government and threatened more attacks. In the incidents that occurred on May 4-5, 2002, seven bombs were found in mailboxes in the southern and central counties of Nebraska. None of these bombs detonated and no injuries were suffered. On May 7, 2002, the FBI and Nevada state authorities arrested Luke Helder, a 21-year-old college student, who confessed to being responsible for all of the bombs.;1;1;1;1;2;Other Crime Type;1;0;0;3;Bombing/Explosion;;.;;.;14;Private Citizens & Property;67;Unnamed Civilian/Unspecified;Civilians;Civilians in the United States Midwest;217;United States;2;Government (General);;.;U.S. Postal Service;US Mail Boxes;217;United States;;.;;.;;;;.;Unaffiliated Individual(s);;;;;20202;;;;The attacks were meant to bring attention to the perpetrator's antigovernment sentiment.;0;;;1;1;1;8;Personal claim;;;.;;;.;-9;6;Explosives/Bombs/Dynamite;10;Pressure Trigger;;.;;.;;.;;.;;.;;.;The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. Unlike the first set, this bomb was not rigged to the mailbox and did not detonate.;0;0;0;0;0;0;0;;.;;;0;;;;;;;;;;;;;;.;;;“Crime: Pipe Bombs Strike Mailboxes in Midwest,” Facts on File World News Digest, May 15, 2002.;“Student, 21, Is Arrested in Nevada in 5-State Bombing Spree.” New York Times¸ May 8, 2002.;“More pipe bombs found in mailboxes throughout Midwest,” ABC News, May 6, 2002.;CETIS;-9;-9;0;-9;200205030007, 200205030008, 200205030009, 200205030010, 200205030011, 200205030012, 200205030013, 200205030014, 200205040005, 200205040006, 200205040007, 200205040008, 200205040010, 200205040011, 200205060005, 200205060006, 200205070002
2,00205E+11;2002;5;4;May 4-5, 2007;0;;217;United States;1;North America;Nebraska;Seward;40.911111;-97.096944;1;0;;05/04/2002: Between the dates of May 3-7, 2002, eighteen pipe bombs were found in rural mailboxes in five Midwestern states in the U.S.A., collectively causing seven injuries and leading to widespread panic in the region. Most of the explosives came with typewritten notes that bemoaned the power of the government and threatened more attacks. In the incidents that occurred on May 4-5, 2002, seven bombs were found in mailboxes in the southern and central counties of Nebraska. None of these bombs detonated and no injuries were suffered. On May 7, 2002, the FBI and Nevada state authorities arrested Luke Helder, a 21-year-old college student, who confessed to being responsible for all of the bombs.;1;1;1;1;2;Other Crime Type;1;0;0;3;Bombing/Explosion;;.;;.;14;Private Citizens & Property;67;Unnamed Civilian/Unspecified;Civilians;Civilians in the United States Midwest;217;United States;2;Government (General);;.;U.S. Postal Service;US Mail Boxes;217;United States;;.;;.;;;;.;Unaffiliated Individual(s);;;;;20202;;;;The attacks were meant to bring attention to the perpetrator's antigovernment sentiment.;0;;;1;1;1;8;Personal claim;;;.;;;.;-9;6;Explosives/Bombs/Dynamite;10;Pressure Trigger;;.;;.;;.;;.;;.;;.;The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. Unlike the first set, this bomb was not rigged to the mailbox and did not detonate.;0;0;0;0;0;0;0;;.;;;0;;;;;;;;;;;;;;.;;;“Crime: Pipe Bombs Strike Mailboxes in Midwest,” Facts on File World News Digest, May 15, 2002.;“Student, 21, Is Arrested in Nevada in 5-State Bombing Spree.” New York Times¸ May 8, 2002.;“More pipe bombs found in mailboxes throughout Midwest,” ABC News, May 6, 2002.;CETIS;-9;-9;0;-9;200205030007, 200205030008, 200205030009, 200205030010, 200205030011, 200205030012, 200205030013, 200205030014, 200205040005, 200205040006, 200205040007, 200205040008, 200205040009, 200205040011, 200205060005, 200205060006, 200205070002
